PARID,AGAPPL,ACRES
"I34000547040300","1102","14.786"
"L41000645920000","1253","8.244"
"L41000645960000","1253","55.217"
"J37000596120200","926","21.865"
"M43000691160000","400","159.01"
"P51041034660000","2317","25.891"
"I34000536680000","746","37.77"
"I34000536720000","746","39"
"I34000536920000","746","30.346"
"G25000417280000","1142","60"
"G25000417360000","1142","73.71"
"J37000592440000","1653","38.256"
"M44000712000000","1592","5"
"I34000546440000","1448","78.7"
"I34000546480000","1448","75.859"
"I34000546520000","1448","78.278"
"G25000401520000","253","71.31"
"B09000083240000","1084","15"
"B09000083280000","1319","64"
"H28000448680000","2116","79.96"
"G25000417200100","2413","10.144"
"G25000402440000","1142","36.78"
"G25000402520000","1142","26.825"
"C13000129960000","1806","53.756"
"G25000410840000","1820","58"
"B07000063360000","2227","60.713"
"B07000063320200","2227","23.11"
"O49000787520000","850","123.54"
"O49000792880000","1250","80"
"O49000792800000","1250","80"
"O49000787120000","2640","37"
"I32000498880000","1244","105.516"
"G25000406000000","341","50.621"
"M44000709200000","1206","26.2"
"D17000231000000","276","12.52"
"D17000226800000","276","40"
"D17000226840000","276","40"
"D17000226760000","607","19.801"
"G25000417520000","418","22.338"
"D17000219200000","41","51.635"
"F20000338640000","999999","69.598"
"M44000710160000","2169","72.364"
"B09000093600000","1392","56.6"
"B09000093720000","1392","11.605"
"B10000106880000","1306","20"
"B09000101600200","1817","15.872"
"J37000582360200","730","20.996"
"B07000068080000","424","21"
"I34000542160100","241","8.089"
"N46000753040000","2531","79"
"N46000753840000","2531","76.434"
"N46000753920000","2531","77.449"
"N46000754120100","2526","80"
"M43000693720400","1893","24.868"
"F20000324760000","1530","38.5"
"F20000324720000","1530","40"
"F20000313240100","3040","50"
"F20000324800000","3040","56.85"
"C13000138400000","6","40"
"C13000138440200","6","148.142"
"L41000644480100","436","55.153"
"O49000789640000","999999","14.885"
"N47000771200000","460","102.86"
"E18000290680000","273","160"
"N46000762520000","1385","30.88"
"C13000138520000","1496","80"
"C13000138560000","1573","120.15"
"C13000131840100","1496","8.003"
"E18000256040000","1521","74.21"
"G25000402200000","3130","20.301"
"G25000402240000","1471","22"
"B06000059080000","1632","111.659"
"B09000094880200","1855","1.252"
"B09000094840000","1855","39"
"I35000563760000","3062","40"
"M44000700920200","2447","40"
"M44000712760000","1523","31.666"
"M44000725560100","1523","74.99"
"M44000725600000","1523","45.5"
"B07000069040000","1661","11"
"A02000023160000","2557","40.38"
"D17000191880100","1452","0.882"
"M45000735360000","1931","40"
"A01000000280000","76","40"
"A01000000320000","76","10"
"A01000000360000","76","10.888"
"A01000000400000","76","10"
"A01000000480000","76","19.53"
"D17000247600000","1452","1.91"
"C13000128280000","58","43.625"
"D17000234400000","1035","44.75"
"D17000234440000","1035","23.128"
"G25000405440100","999999","30"
"O49000792960000","1269","78.75"
"C13000136640000","1269","60"
"D17000243120100","82","10.289"
"E18000261120000","659","97.668"
"H26000425520000","1382","39.81"
"C13000131120000","1164","79.25"
"C13000130840000","68","76"
"O49000783200000","1032","94.9"
"E18000275360100","2487","67.41"
"M45000699400000","2064","75.326"
"B09000084240000","244","41.058"
"O49000783280000","2308","63.571"
"F20000304320000","2201","14.235"
"C13000133120000","2490","20.58"
"C13000134920000","59","80"
"B09000085600000","2692","29.8"
"H26000436400000","1138","32.5"
"H28000459360100","1138","32.974"
"L41000651680000","475","20"
"I34000534320000","2521","64.838"
"M45000734120000","1896","75.607"
"D17000216600000","1035","57.891"
"M45000734440100","1096","40"
"A02000017640000","1081","80"
"A01000003160000","1381","60"
"K40000635280000","2233","122.8"
"D17000214080000","1375","30.92"
"D17000214120000","1375","52.379"
"D17000214160000","1375","42"
"D17000214200000","1375","30.92"
"A02000015720000","586","33.667"
"M44000722600000","3122","50"
"I35000563680000","2473","38.35"
"C13000136040500","535","10.411"
"C13000136040600","535","29.714"
"D17000224640000","32","48.014"
"E18000262840000","764","18.53"
"H28000453480100","999999","18"
"H28000458520000","999999","20"
"M44000724180000","1804","2"
"I34000549520000","2333","78.21"
"K40000630760000","1735","96.284"
"F20000316240200","1482","16.55"
"B09000095680400","1528","2.5"
"C13000140200000","1823","155.976"
"C13000128600000","745","60.41"
"O49000799160000","1610","51.43"
"O49000799280000","2004","40"
"O49000799320000","2004","40"
"O49000799760000","1971","94.32"
"O49000799800000","1610","48.36"
"N46000748320100","306","11.39"
"K40000632360000","1937","53.33"
"L41000654680000","1375","129.502"
"F20000316240000","2139","56.387"
"L41000658480000","999999","81.37"
"O49000802520000","623","0.75"
"O49000802560000","623","60"
"O49000802600000","623","98.42"
"O49000802640000","623","159.25"
"O49000802680000","623","8.75"
"K40000634520000","2218","60.187"
"J37000590840000","45","40"
"F20000318960000","1125","218.274"
"B07000069640000","1732","15.5"
"E18000289520000","2418","97.62"
"E18000274240000","2418","94.91"
"D17000243520000","660","16.192"
"O49000800160000","1998","20"
"O49000800200000","1998","97.216"
"O49000800240000","1998","40"
"O49000800280000","1998","40"
"O49000800320000","1998","80"
"O49000800360000","1998","30"
"K40000624600100","2569","10.119"
"K40000619840101","2569","37.692"
"C13000144040000","2510","33.394"
"I33000507120000","1089","95.44"
"I33000507160000","1089","17.849"
"E18000285240000","2193","35.81"
"E18000285280000","2193","28.181"
"O49000791080100","2280","22.97"
"M44000698520000","2247","16.322"
"M44000704600000","2140","13"
"M44000704640000","2140","7.5"
"G25000406040000","341","79.389"
"L41000649240000","643","78.43"
"E18000270400000","1214","97.022"
"M44000709960000","999999","19.807"
"M44000710000000","999999","53.079"
"M44000710040000","999999","0.356"
"M44000710080000","999999","49.191"
"M44000710120000","999999","51.436"
"D17000222720000","2088","62.72"
"A01000003400000","1443","78.87"
"C13000143960200","2887","46.736"
"C13000144920100","2895","36.633"
"E18000274880000","1492","6.65"
"E18000274960000","1492","68.94"
"N46000755360000","1677","71.75"
"N46000754600000","1677","39.652"
"N46000754640000","1677","74.235"
"N46000754680000","1677","30"
"M45000734840200","2028","55.776"
"I34000547040200","2411","57.71"
"A01000000080100","1753","35.018"
"J37000592180000","3065","5.246"
"J37000592200000","3065","28.33"
"J37000595880700","474","75.474"
"M44000700560000","2634","52.718"
"M44000708360200","1839","57.409"
"M44000705280000","865","72.623"
"A01000005800000","628","50.197"
"A01000005840000","628","74.62"
"O49000806400100","1769","51.977"
"F20000334840200","2758","1"
"I35000563440100","2057","153.165"
"G25000413160000","1869","46.805"
"G25000413320000","1869","20"
"G25000413360000","1869","40.546"
"G25000413400000","1869","34.056"
"B09000090640000","1027","26.986"
"F20000336680000","2411","102.203"
"C13000132080100","230","1.337"
"C13000132280100","230","11.065"
"L41000656600000","446","130.618"
"J37000595960000","1689","76"
"J37000596000000","1680","72.4"
"E18000274960100","1492","14.385"
"B07000069080000","1661","20"
"B07000069120000","1661","40"
"B07000069160000","1661","20"
"B07000069240000","1661","40"
"B07000069280000","1661","11"
"O49000799080000","2162","18.658"
"C13000139960000","1044","24.999"
"C13000140400000","1559","15"
"C13000140360000","1559","11.31"
"C13000134720000","1823","40"
"B10000108800000","1913","15.573"
"B10000108840000","1913","16.215"
"B10000108880000","1913","8.56"
"O49000798520000","1840","40"
"O49000798560000","3090","71.394"
"M45000735400000","1911","118"
"L41000655440100","1917","80"
"L41000651920000","1965","49"
"L41000652000000","1965","7.88"
"L41000657520000","1965","47.32"
"L41000657560000","1965","80"
"K40000636160000","1965","46.233"
"B09000101680000","2200","38.693"
"K40000629840000","1984","40"
"K40000629880000","1984","60"
"K40000633120000","1984","22.74"
"A02000015720300","2932","40.464"
"A03000028360000","586","80"
"J37000595440000","586","75.226"
"K40000624080100","2007","55.7"
"K40000624120000","2007","79.3"
"H26000426120100","1023","4.046"
"C13000130280400","1003","8.287"
"K40000624520000","999999","156.784"
"F20000324880000","1675","7.184"
"F20000325000000","1675","5.98"
"F20000325040000","1675","76.825"
"M45000736080300","2200","58.877"
"M45000734520400","2200","86.307"
"N46000758800300","1694","10"
"O49000796160000","524","138.155"
"N46000742000200","2641","5.662"
"K40000634960000","1193","28"
"F20000325440000","1787","74.091"
"I34000541040000","1023","36.01"
"D16000183040000","1807","40"
"J36000569120000","2164","35.622"
"J37000600520000","2164","25"
"K40000625120100","2573","80.42"
"K40000625120300","2573","18.814"
"K40000636640000","2573","20"
"K40000623560000","2573","22.62"
"K40000623520000","2573","77.934"
"K40000638440000","2573","59"
"K40000638480000","2572","98.559"
"O49000807000000","2573","77.457"
"O50000807000100","2573","2.571"
"H31000484040000","770","5.5"
"I34000527920000","284","16.333"
"I34000528960000","578","71.755"
"I34000529480000","1115","14.814"
"I34000529880000","253","21.786"
"I34000529920000","253","21.786"
"I34000530920000","578","40"
"I34000530960000","578","104.84"
"I34000531000000","578","20"
"I34000531080000","274","80"
"I34000531120000","578","53.11"
"I34000531800000","599","38.17"
"I34000532080000","2022","19.291"
"I34000533320200","2118","22.445"
"I34000535320100","578","67.606"
"I34000543800000","999999","84.175"
"I34000546680000","2339","39.587"
"I34000550040100","893","23.06"
"I34000552760100","65","12.006"
"I34000552880000","1577","58.64"
"I34000553000000","2179","40"
"I34000555360000","2479","40.368"
"I34000556200100","882","2.461"
"I34000556480000","2529","160"
"I35000562600000","670","80"
"I35000562640000","670","36"
"I34000550040000","1695","17.593"
"G25000392840200","2730","5.521"
"I35000563320100","578","0.495"
"I35000563400000","1909","38.2"
"I35000563520000","1901","36.275"
"I35000564000000","2367","36"
"J37000573600000","474","51.086"
"J37000573760000","923","78.46"
"J37000573880000","2598","29.9"
"J37000573920000","2598","75.13"
"J37000575000000","294","80"
"J37000575040000","294","23.75"
"J37000575160000","2097","79.8"
"J37000575240000","2097","1.381"
"J37000578280000","923","62.62"
"J37000578320000","923","22.109"
"J37000578360000","923","52.25"
"M44000704680000","2140","38.171"
"M44000704720000","2140","40"
"M44000704760000","2140","49.4"
"M44000704800000","2140","7.5"
"N47000769320000","426","81.871"
"I34000551320300","1160","13.81"
"J37000601960000","2635","73.981"
"E18000253840100","3092","10.385"
"J37000574280000","999999","8.174"
"M44000724200000","2199","31.041"
"K40000629960000","1093","196.19"
"J37000580720000","379","29.092"
"F22000348640000","53","78.85"
"H29000466080000","53","146.24"
"H29000466120000","53","11.1"
"H30000473240100","53","8.5"
"H26000430360100","53","71.838"
"G25000394520000","2946","55.56"
"H28000448720000","1195","40"
"I34000533680000","1195","40"
"I34000547600000","2328","80"
"I34000547640000","2328","78.54"
"I34000547680000","2946","40"
"E18000252560100","1110","44.415"
"I34000545800000","1674","62"
"I34000545840000","1674","38.5"
"L41000653560100","1865","7.251"
"D17000207960000","773","30.31"
"G25000395080000","999999","35.785"
"D17000247760000","2337","14.742"
"J37000601320000","1662","215.557"
"I34000528120000","1205","72.69"
"I34000543400000","3109","7.95"
"M44000704000000","255","20"
"M44000726560000","255","10"
"M44000726600000","255","10"
"K40000623600000","866","33.92"
"C13000132120000","230","10.392"
"M45000733640000","999999","100.759"
"H29000467160000","53","162.947"
"F20000308600000","533","78.836"
"F20000308680000","533","49.5"
"F20000308440000","110","98.305"
"I34000540680000","2098","41.81"
"O49000801800000","2278","11.69"
"G25000409520000","999999","39"
"C13000132640000","796","79.168"
"C13000132520000","796","69.2"
"C13000132560000","796","14.63"
"E18000264120000","796","80"
"C13000132600000","2052","40"
"L41000656560000","109","42.442"
"O49000789720000","1074","40"
"O49000789760000","1074","117.236"
"J37000599400000","1888","29.201"
"J37000599600000","2767","90.541"
"A02000016520000","1740","72.71"
"J37000583640000","1740","80"
"F20000313520000","1756","94.913"
"F20000313560000","1756","23.767"
"F20000313720000","852","99.279"
"F20000314040000","852","44.53"
"F20000330320000","852","88.741"
"B08000077600000","2019","80"
"J37000584000101","884","16.33"
"J37000584080000","884","12.13"
"J37000584160100","884","82.681"
"J37000584400000","474","27.666"
"J37000584440000","474","43.014"
"K40000622240000","502","80"
"D17000193400000","1202","106.31"
"C13000140760100","2854","48.798"
"C13000133440000","931","44.851"
"H28000451600000","909","77.133"
"G25000400320000","999999","34.035"
"G25000400160000","937","60"
"G25000400200000","937","38.68"
"G25000400440000","937","56.25"
"G25000400480000","937","23.75"
"G25000414560000","2116","40"
"K40000623960000","1212","90"
"M44000705840000","959","37.466"
"M44000705880000","959","74.54"
"M44000705920000","959","61.04"
"M44000705960000","959","38.28"
"L41000651720000","1178","38.337"
"M44000706560000","720","39.932"
"O49000807120000","2032","43.871"
"O49000807200000","2032","39.908"
"O49000784000000","978","80"
"O49000791000000","2592","74.351"
"B09000087280300","985","18.47"
"B09000097200000","985","77.345"
"M44000708960000","318","60"
"M44000709000000","318","40"
"B09000090200000","1241","39.41"
"B10000107080000","1241","58.48"
"K40000633320000","248","109.919"
"H28000457760000","2371","115.627"
"K40000633440000","248","5.496"
"B10000108080100","1756","65.848"
"H27000442040000","269","114.656"
"F20000330280000","269","80"
"L41000647600200","283","110.481"
"L41000649720000","292","132.043"
"L41000653680000","148","82.67"
"L41000653720000","148","160"
"M45000733600000","610","80"
"M45000736720000","386","79.8"
"M45000736920100","1577","130.023"
"M45000736960100","3089","7.278"
"M45000736960200","2894","49.128"
"M45000737000200","2894","8.135"
"M45000737000100","3089","13.438"
"M45000737000102","1605","19.603"
"N46000750840000","1455","36.9"
"N46000758400100","1961","56.195"
"O49000783920000","232","92.954"
"O49000784440000","3099","80"
"O49000790640000","917","50"
"O49000793960000","925","70.776"
"O49000800400000","3099","35.912"
"O49000800440000","3099","40"
"O49000800480200","3099","71.155"
"O49000800520000","223","63.696"
"O49000801520000","2068","27.5"
"N46000750560000","1183","75.668"
"O49000801560000","2068","30"
"O49000801600000","2068","40"
"O49000801640000","2068","30.821"
"H29000467560000","3021","100"
"O49000801680000","2068","80"
"H29000467600000","3021","40"
"H26000431640000","3021","80"
"H29000467440000","3021","56.65"
"O49000801720000","2068","80"
"O49000803280000","640","56.439"
"O49000803320000","338","29.941"
"H29000467480000","3021","24.79"
"H29000467520000","3021","20"
"L41000654120000","3035","86.058"
"L41000654440000","1519","188.02"
"J37000591440000","519","213.788"
"C13000137320400","777","16.715"
"J37000591520000","519","33.172"
"M44000711000000","1424","25"
"N46000755560000","1956","40"
"N46000755600000","1956","36.372"
